Timestamp,IP Address,User-Agent,Username,Image File,Predicted Class,Time Taken
2023-08-06 18:42:34,192.168.1.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Guest,download.jfif,Frog,0.4559776782989502
2023-08-06 18:42:39,192.168.1.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Guest,images (1).jfif,Truck,0.13798975944519043
